0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.5000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.0000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	4.5000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	6.0000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	7.5000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	9.0000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.0500000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.2000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.3500000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.5000000e+00
2.2500000e-03	0.0000000e+00	3.3750000e-03	1.5000000e-02	2.2500000e-02	1.0000000e-01	1.5000000e-01	1.6500000e+00
6.7499744e-03	1.5187471e-05	1.0125000e-02	3.0000000e-02	4.5000000e-02	1.0000000e-01	1.5000000e-01	1.8000000e+00
1.3499628e-02	8.3530053e-05	2.0250000e-02	4.5000000e-02	6.7500000e-02	1.0000000e-01	1.5000000e-01	1.9500000e+00
2.2497783e-02	2.6576760e-04	3.3750000e-02	6.0000000e-02	9.0000000e-02	1.0000000e-01	1.5000000e-01	2.1000000e+00
3.3741377e-02	6.4538302e-04	5.0625000e-02	7.5000000e-02	1.1250000e-01	1.0000000e-01	1.5000000e-01	2.2500000e+00
4.7224081e-02	1.3285286e-03	7.0875000e-02	9.0000000e-02	1.3500000e-01	1.0000000e-01	1.5000000e-01	2.4000000e+00
6.2934539e-02	2.4438756e-03	9.4500000e-02	1.0500000e-01	1.5750000e-01	1.0000000e-01	1.5000000e-01	2.5500000e+00
8.0854227e-02	4.1423450e-03	1.2150000e-01	1.2000000e-01	1.8000000e-01	1.0000000e-01	1.5000000e-01	2.7000000e+00
