0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.5000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.0000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	4.5000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	6.0000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	7.5000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	9.0000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.0500000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.2000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.3500000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.5000000e+00
2.2499911e-03	2.5000633e-01	2.8125000e-03	1.5000000e-02	1.8750000e-02	1.0000000e-01	1.2500000e-01	1.6500000e+00
6.7498309e-03	2.5004430e-01	8.4375000e-03	3.0000000e-02	3.7500000e-02	1.0000000e-01	1.2500000e-01	1.8000000e+00
1.3498870e-02	2.5015820e-01	1.6875000e-02	4.5000000e-02	5.6250000e-02	1.0000000e-01	1.2500000e-01	1.9500000e+00
2.2495311e-02	2.5041129e-01	2.8125000e-02	6.0000000e-02	7.5000000e-02	1.0000000e-01	1.2500000e-01	2.1000000e+00
3.3735301e-02	2.5088576e-01	4.2187500e-02	7.5000000e-02	9.3750000e-02	1.0000000e-01	1.2500000e-01	2.2500000e+00
4.7211761e-02	2.5168264e-01	5.9062500e-02	9.0000000e-02	1.1250000e-01	1.0000000e-01	1.2500000e-01	2.4000000e+00
6.2912949e-02	2.5292167e-01	7.8750000e-02	1.0500000e-01	1.3125000e-01	1.0000000e-01	1.2500000e-01	2.5500000e+00
8.0820764e-02	2.5474106e-01	1.0125000e-01	1.2000000e-01	1.5000000e-01	1.0000000e-01	1.2500000e-01	2.7000000e+00
