0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.5000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.0000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	4.5000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	6.0000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	7.5000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	9.0000000e-01
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.0500000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.2000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.3500000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.5000000e+00
2.2500000e-03	0.0000000e+00	0.0000000e+00	1.5000000e-02	0.0000000e+00	1.0000000e-01	0.0000000e+00	1.6500000e+00
6.7500000e-03	0.0000000e+00	0.0000000e+00	3.0000000e-02	0.0000000e+00	1.0000000e-01	0.0000000e+00	1.8000000e+00
1.3500000e-02	0.0000000e+00	0.0000000e+00	4.5000000e-02	0.0000000e+00	1.0000000e-01	0.0000000e+00	1.9500000e+00
2.2500000e-02	0.0000000e+00	0.0000000e+00	6.0000000e-02	0.0000000e+00	1.0000000e-01	0.0000000e+00	2.1000000e+00
3.3750000e-02	0.0000000e+00	0.0000000e+00	7.5000000e-02	0.0000000e+00	1.0000000e-01	0.0000000e+00	2.2500000e+00
4.7250000e-02	0.0000000e+00	0.0000000e+00	9.0000000e-02	0.0000000e+00	1.0000000e-01	0.0000000e+00	2.4000000e+00
6.3000000e-02	0.0000000e+00	0.0000000e+00	1.0500000e-01	0.0000000e+00	1.0000000e-01	0.0000000e+00	2.5500000e+00
8.1000000e-02	0.0000000e+00	0.0000000e+00	1.2000000e-01	0.0000000e+00	1.0000000e-01	0.0000000e+00	2.7000000e+00
